Dataset,LSA,k,Preprocess,Vectorizer,Part Speech,Stopwords,Model,F1 Score
ag_news,True,3.0,stem,frequency,noun,False,Random Forest,0.5480267219052305
ag_news,True,3.0,stem,frequency,noun,False,Gradient Boosting,0.5407737638139045
ag_news,True,3.0,stem,frequency,noun,False,AdaBoost,0.49493492473658557
ag_news,True,3.0,stem,frequency,noun,True,Decision Tree,0.363977724698076
ag_news,True,3.0,stem,frequency,noun,True,Random Forest,0.39148062630903213
ag_news,True,3.0,stem,frequency,noun,True,Gradient Boosting,0.34833198535847454
ag_news,True,3.0,stem,frequency,noun,True,AdaBoost,0.33567806301281455
ag_news,True,3.0,stem,tfidf,none,False,Decision Tree,0.6076312421958647
ag_news,True,3.0,stem,tfidf,none,False,Random Forest,0.6900305522018251
ag_news,True,3.0,stem,tfidf,none,False,Gradient Boosting,0.7080996789207071
ag_news,True,3.0,stem,tfidf,none,False,AdaBoost,0.6901969352473197
ag_news,True,3.0,stem,tfidf,none,True,Decision Tree,0.49426105592588304
ag_news,True,3.0,stem,tfidf,none,True,Random Forest,0.6000573944868999
ag_news,True,3.0,stem,tfidf,none,True,Gradient Boosting,0.6205823418494913
ag_news,True,3.0,stem,tfidf,none,True,AdaBoost,0.5937201868193029
ag_news,True,3.0,stem,tfidf,noun,False,Decision Tree,0.5469287763067496
ag_news,True,3.0,stem,tfidf,noun,False,Random Forest,0.6327431068870456
ag_news,True,3.0,stem,tfidf,noun,False,Gradient Boosting,0.6514737210694445
ag_news,True,3.0,stem,tfidf,noun,False,AdaBoost,0.6197518513025236
ag_news,True,3.0,stem,tfidf,noun,True,Decision Tree,0.35022306321887486
ag_news,True,3.0,stem,tfidf,noun,True,Random Forest,0.37856780792047673
ag_news,True,3.0,stem,tfidf,noun,True,Gradient Boosting,0.34209880258306924
ag_news,True,3.0,stem,tfidf,noun,True,AdaBoost,0.306094917484459
ag_news,True,10.0,none,frequency,none,False,Decision Tree,0.7051802437673464
ag_news,True,10.0,none,frequency,none,False,Random Forest,0.7951580860757079
ag_news,True,10.0,none,frequency,none,False,Gradient Boosting,0.7687889713152442
ag_news,True,10.0,none,frequency,none,False,AdaBoost,0.7189850156055242
ag_news,True,10.0,none,frequency,none,True,Decision Tree,0.5704133851419247
ag_news,True,10.0,none,frequency,none,True,Random Forest,0.676948717652921
ag_news,True,10.0,none,frequency,none,True,Gradient Boosting,0.6203117276560516
ag_news,True,10.0,none,frequency,none,True,AdaBoost,0.5717787054139567
ag_news,True,10.0,none,frequency,noun,False,Decision Tree,0.6999466651429854
ag_news,True,10.0,none,frequency,noun,False,Random Forest,0.7967335634321729
ag_news,True,10.0,none,frequency,noun,False,Gradient Boosting,0.7603940633406173
ag_news,True,10.0,none,frequency,noun,False,AdaBoost,0.7142276495285196
ag_news,True,10.0,none,frequency,noun,True,Decision Tree,0.4119102878626901
ag_news,True,10.0,none,frequency,noun,True,Random Forest,0.4581959116762201
ag_news,True,10.0,none,frequency,noun,True,Gradient Boosting,0.41107873759516095
ag_news,True,10.0,none,frequency,noun,True,AdaBoost,0.3684377136325063
ag_news,True,10.0,none,tfidf,none,False,Decision Tree,0.7569776829256469
ag_news,True,10.0,none,tfidf,none,False,Random Forest,0.8380908874183838
ag_news,True,10.0,none,tfidf,none,False,Gradient Boosting,0.817302518773619
ag_news,True,10.0,none,tfidf,none,False,AdaBoost,0.7787474812711122
ag_news,True,10.0,none,tfidf,none,True,Decision Tree,0.59242362272549
ag_news,True,10.0,none,tfidf,none,True,Random Forest,0.7098349738646461
ag_news,True,10.0,none,tfidf,none,True,Gradient Boosting,0.6812584002317863
ag_news,True,10.0,none,tfidf,none,True,AdaBoost,0.6471272337542788
ag_news,True,10.0,none,tfidf,noun,False,Decision Tree,0.7192831224828447
ag_news,True,10.0,none,tfidf,noun,False,Random Forest,0.8192077586481097
ag_news,True,10.0,none,tfidf,noun,False,Gradient Boosting,0.7990181770153171
ag_news,True,10.0,none,tfidf,noun,False,AdaBoost,0.7664587129279252
ag_news,True,10.0,none,tfidf,noun,True,Decision Tree,0.39041903392446387
ag_news,True,10.0,none,tfidf,noun,True,Random Forest,0.4404342886178644
ag_news,True,10.0,none,tfidf,noun,True,Gradient Boosting,0.396094130729287
ag_news,True,10.0,none,tfidf,noun,True,AdaBoost,0.36057236172072915
ag_news,True,10.0,lemma,frequency,none,False,Decision Tree,0.7111048657551561
ag_news,True,10.0,lemma,frequency,none,False,Random Forest,0.8011881584694296
ag_news,True,10.0,lemma,frequency,none,False,Gradient Boosting,0.7788102317780983
ag_news,True,10.0,lemma,frequency,none,False,AdaBoost,0.7331706841188383
ag_news,True,10.0,lemma,frequency,none,True,Decision Tree,0.5652291122826856
ag_news,True,10.0,lemma,frequency,none,True,Random Forest,0.6754995977734909
ag_news,True,10.0,lemma,frequency,none,True,Gradient Boosting,0.6182623474029842
ag_news,True,10.0,lemma,frequency,none,True,AdaBoost,0.5381746122494571
ag_news,True,10.0,lemma,frequency,noun,False,Decision Tree,0.6983435700372586
ag_news,True,10.0,lemma,frequency,noun,False,Random Forest,0.793875044311743
ag_news,True,10.0,lemma,frequency,noun,False,Gradient Boosting,0.7626647209342532
ag_news,True,10.0,lemma,frequency,noun,False,AdaBoost,0.7113146939674285
ag_news,True,10.0,lemma,frequency,noun,True,Decision Tree,0.4054133297169126
ag_news,True,10.0,lemma,frequency,noun,True,Random Forest,0.453386680625846
ag_news,True,10.0,lemma,frequency,noun,True,Gradient Boosting,0.41498660036856605
ag_news,True,10.0,lemma,frequency,noun,True,AdaBoost,0.36905628413251484
ag_news,True,10.0,lemma,tfidf,none,False,Decision Tree,0.7609526799139656
ag_news,True,10.0,lemma,tfidf,none,False,Random Forest,0.8400810615323588
ag_news,True,10.0,lemma,tfidf,none,False,Gradient Boosting,0.8208121229245322
ag_news,True,10.0,lemma,tfidf,none,False,AdaBoost,0.7918512392660826
ag_news,True,10.0,lemma,tfidf,none,True,Decision Tree,0.5978935520792225
ag_news,True,10.0,lemma,tfidf,none,True,Random Forest,0.7133575864585623
ag_news,True,10.0,lemma,tfidf,none,True,Gradient Boosting,0.6840491159179634
ag_news,True,10.0,lemma,tfidf,none,True,AdaBoost,0.6473203974996787
ag_news,True,10.0,lemma,tfidf,noun,False,Decision Tree,0.7267951295751452
ag_news,True,10.0,lemma,tfidf,noun,False,Random Forest,0.8167358712695576
ag_news,True,10.0,lemma,tfidf,noun,False,Gradient Boosting,0.8027327283833943
ag_news,True,10.0,lemma,tfidf,noun,False,AdaBoost,0.7577173686482397
ag_news,True,10.0,lemma,tfidf,noun,True,Decision Tree,0.38965457989423946
ag_news,True,10.0,lemma,tfidf,noun,True,Random Forest,0.43189676626269874
ag_news,True,10.0,lemma,tfidf,noun,True,Gradient Boosting,0.4029472831863085
ag_news,True,10.0,lemma,tfidf,noun,True,AdaBoost,0.36115440084450595
ag_news,True,10.0,stem,frequency,none,False,Decision Tree,0.7030009308937513
ag_news,True,10.0,stem,frequency,none,False,Random Forest,0.7951460783117223
ag_news,True,10.0,stem,frequency,none,False,Gradient Boosting,0.770758076723555
ag_news,True,10.0,stem,frequency,none,False,AdaBoost,0.7275327919521997
ag_news,True,10.0,stem,frequency,none,True,Decision Tree,0.5569158106132005
ag_news,True,10.0,stem,frequency,none,True,Random Forest,0.6705208088159875
ag_news,True,10.0,stem,frequency,none,True,Gradient Boosting,0.6229974140650334
ag_news,True,10.0,stem,frequency,none,True,AdaBoost,0.5752010182878279
ag_news,True,10.0,stem,frequency,noun,False,Decision Tree,0.7022706288639593
ag_news,True,10.0,stem,frequency,noun,False,Random Forest,0.7954382577849164
ag_news,True,10.0,stem,frequency,noun,False,Gradient Boosting,0.7674326479054399
ag_news,True,10.0,stem,frequency,noun,False,AdaBoost,0.7175953350923292
ag_news,True,10.0,stem,frequency,noun,True,Decision Tree,0.4072266356622669
ag_news,True,10.0,stem,frequency,noun,True,Random Forest,0.4547967979133704
ag_news,True,10.0,stem,frequency,noun,True,Gradient Boosting,0.40951430021566865
ag_news,True,10.0,stem,frequency,noun,True,AdaBoost,0.3656699797224278
ag_news,True,10.0,stem,tfidf,none,False,Decision Tree,0.7524753113693611
ag_news,True,10.0,stem,tfidf,none,False,Random Forest,0.8319084317333577
ag_news,True,10.0,stem,tfidf,none,False,Gradient Boosting,0.8258930269341513
ag_news,True,10.0,stem,tfidf,none,False,AdaBoost,0.7949344582906697
ag_news,True,10.0,stem,tfidf,none,True,Decision Tree,0.5925943999590579
ag_news,True,10.0,stem,tfidf,none,True,Random Forest,0.7017975842196202
ag_news,True,10.0,stem,tfidf,none,True,Gradient Boosting,0.6836936084273635
ag_news,True,10.0,stem,tfidf,none,True,AdaBoost,0.6480529173742957
ag_news,True,10.0,stem,tfidf,noun,False,Decision Tree,0.7246199699962654
ag_news,True,10.0,stem,tfidf,noun,False,Random Forest,0.8175115115307443
ag_news,True,10.0,stem,tfidf,noun,False,Gradient Boosting,0.8065660387408962
ag_news,True,10.0,stem,tfidf,noun,False,AdaBoost,0.7591398337528874
ag_news,True,10.0,stem,tfidf,noun,True,Decision Tree,0.38514248557308983
ag_news,True,10.0,stem,tfidf,noun,True,Random Forest,0.4372395930045085
ag_news,True,10.0,stem,tfidf,noun,True,Gradient Boosting,0.4017356441082354
ag_news,True,10.0,stem,tfidf,noun,True,AdaBoost,0.3545715424880801
ag_news,True,50.0,none,frequency,none,False,Decision Tree,0.7219595836826731
ag_news,True,50.0,none,frequency,none,False,Random Forest,0.8329255578787191
ag_news,True,50.0,none,frequency,none,False,Gradient Boosting,0.816901935894566
ag_news,True,50.0,none,frequency,none,False,AdaBoost,0.765635841979659
ag_news,True,50.0,none,frequency,none,True,Decision Tree,0.5959765923439452
ag_news,True,50.0,none,frequency,none,True,Random Forest,0.7240379748610226
ag_news,True,50.0,none,frequency,none,True,Gradient Boosting,0.6895961063786409
ag_news,True,50.0,none,frequency,none,True,AdaBoost,0.6399528154457433
ag_news,True,50.0,none,frequency,noun,False,Decision Tree,0.716862978307658
ag_news,True,50.0,none,frequency,noun,False,Random Forest,0.8221084991465002
ag_news,True,50.0,none,frequency,noun,False,Gradient Boosting,0.7944746668189102
ag_news,True,50.0,none,frequency,noun,False,AdaBoost,0.7320290617481577
ag_news,True,50.0,none,frequency,noun,True,Decision Tree,0.4310888077334233
ag_news,True,50.0,none,frequency,noun,True,Random Forest,0.4873788737142642
ag_news,True,50.0,none,frequency,noun,True,Gradient Boosting,0.46210524979832907
ag_news,True,50.0,none,frequency,noun,True,AdaBoost,0.4389404229215472
ag_news,True,50.0,none,tfidf,none,False,Decision Tree,0.7754718367898343
ag_news,True,50.0,none,tfidf,none,False,Random Forest,0.8662362668574403
ag_news,True,50.0,none,tfidf,none,False,Gradient Boosting,0.8565137085582064
ag_news,True,50.0,none,tfidf,none,False,AdaBoost,0.8026639770590489
ag_news,True,50.0,none,tfidf,none,True,Decision Tree,0.6178905221597609
ag_news,True,50.0,none,tfidf,none,True,Random Forest,0.7406649457628179
ag_news,True,50.0,none,tfidf,none,True,Gradient Boosting,0.7223557301182968
ag_news,True,50.0,none,tfidf,none,True,AdaBoost,0.6860020991230394
ag_news,True,50.0,none,tfidf,noun,False,Decision Tree,0.7445646470268201
ag_news,True,50.0,none,tfidf,noun,False,Random Forest,0.8434197754517411
ag_news,True,50.0,none,tfidf,noun,False,Gradient Boosting,0.8256974114778522
ag_news,True,50.0,none,tfidf,noun,False,AdaBoost,0.7787684598927432
ag_news,True,50.0,none,tfidf,noun,True,Decision Tree,0.41740265982619695
ag_news,True,50.0,none,tfidf,noun,True,Random Forest,0.4830606438262577
ag_news,True,50.0,none,tfidf,noun,True,Gradient Boosting,0.4636945333646078
ag_news,True,50.0,none,tfidf,noun,True,AdaBoost,0.4321245690310511
ag_news,True,50.0,lemma,frequency,none,False,Decision Tree,0.7273217560248466
ag_news,True,50.0,lemma,frequency,none,False,Random Forest,0.8320198945963477
ag_news,True,50.0,lemma,frequency,none,False,Gradient Boosting,0.8148706985500902
ag_news,True,50.0,lemma,frequency,none,False,AdaBoost,0.7724920379397521
ag_news,True,50.0,lemma,frequency,none,True,Decision Tree,0.5999507843170067
ag_news,True,50.0,lemma,frequency,none,True,Random Forest,0.7235198597351773
ag_news,True,50.0,lemma,frequency,none,True,Gradient Boosting,0.6893335315651047
ag_news,True,50.0,lemma,frequency,none,True,AdaBoost,0.6473371869276061
ag_news,True,50.0,lemma,frequency,noun,False,Decision Tree,0.7153741169693113
ag_news,True,50.0,lemma,frequency,noun,False,Random Forest,0.8187471800828691
ag_news,True,50.0,lemma,frequency,noun,False,Gradient Boosting,0.791135142158202
ag_news,True,50.0,lemma,frequency,noun,False,AdaBoost,0.7328110919897957
ag_news,True,50.0,lemma,frequency,noun,True,Decision Tree,0.4246833367986601
ag_news,True,50.0,lemma,frequency,noun,True,Random Forest,0.47840415991827756
ag_news,True,50.0,lemma,frequency,noun,True,Gradient Boosting,0.4524749744761139
ag_news,True,50.0,lemma,frequency,noun,True,AdaBoost,0.4257074933992119
ag_news,True,50.0,lemma,tfidf,none,False,Decision Tree,0.780653904160759
ag_news,True,50.0,lemma,tfidf,none,False,Random Forest,0.8665974440338081
ag_news,True,50.0,lemma,tfidf,none,False,Gradient Boosting,0.853056503936402
ag_news,True,50.0,lemma,tfidf,none,False,AdaBoost,0.8130546729504705
ag_news,True,50.0,lemma,tfidf,none,True,Decision Tree,0.6174631813812497
ag_news,True,50.0,lemma,tfidf,none,True,Random Forest,0.7403014514132961
ag_news,True,50.0,lemma,tfidf,none,True,Gradient Boosting,0.7208091194343513
ag_news,True,50.0,lemma,tfidf,none,True,AdaBoost,0.6837306756950644
ag_news,True,50.0,lemma,tfidf,noun,False,Decision Tree,0.7384041310647813
ag_news,True,50.0,lemma,tfidf,noun,False,Random Forest,0.8385435383098018
ag_news,True,50.0,lemma,tfidf,noun,False,Gradient Boosting,0.8216125986240432
ag_news,True,50.0,lemma,tfidf,noun,False,AdaBoost,0.7737974529979141
ag_news,True,50.0,lemma,tfidf,noun,True,Decision Tree,0.4191994028898659
ag_news,True,50.0,lemma,tfidf,noun,True,Random Forest,0.4719150466709765
ag_news,True,50.0,lemma,tfidf,noun,True,Gradient Boosting,0.45522364354101164
ag_news,True,50.0,lemma,tfidf,noun,True,AdaBoost,0.4208578113056155
ag_news,True,50.0,stem,frequency,none,False,Decision Tree,0.7213386572010643
ag_news,True,50.0,stem,frequency,none,False,Random Forest,0.832328089336683
ag_news,True,50.0,stem,frequency,none,False,Gradient Boosting,0.8180745819748445
ag_news,True,50.0,stem,frequency,none,False,AdaBoost,0.7603561456780431
ag_news,True,50.0,stem,frequency,none,True,Decision Tree,0.5836056675621921
ag_news,True,50.0,stem,frequency,none,True,Random Forest,0.7061024177292772
ag_news,True,50.0,stem,frequency,none,True,Gradient Boosting,0.6784749053222433
ag_news,True,50.0,stem,frequency,none,True,AdaBoost,0.6332316871714715
ag_news,True,50.0,stem,frequency,noun,False,Decision Tree,0.7147005995708365
